# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-10-09 09:55:13 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06719505 CLEAR CREEK AT GOLDEN, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06719505
#            TS   parameter     statistic     Description
#         17572       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	17572_00060_00003	17572_00060_00003_cd
USGS	06719505	2010-04-28	129	A
USGS	06719505	2010-04-29	144	A
USGS	06719505	2010-04-30	126	A
USGS	06719505	2010-05-01	118	A
USGS	06719505	2010-05-02	112	A
USGS	06719505	2010-05-03	116	A
USGS	06719505	2010-05-04	112	A
USGS	06719505	2010-05-05	112	A
USGS	06719505	2010-05-06	118	A
USGS	06719505	2010-05-07	121	A
USGS	06719505	2010-05-08	115	A
USGS	06719505	2010-05-09	114	A
USGS	06719505	2010-05-10	134	A
USGS	06719505	2010-05-11	143	A
USGS	06719505	2010-05-12	153	A
USGS	06719505	2010-05-13	145	A
USGS	06719505	2010-05-14	156	A
USGS	06719505	2010-05-15	185	A
USGS	06719505	2010-05-16	174	A
USGS	06719505	2010-05-17	189	A
USGS	06719505	2010-05-18	228	A
USGS	06719505	2010-05-19	260	A
USGS	06719505	2010-05-20	267	A
USGS	06719505	2010-05-21	295	A
USGS	06719505	2010-05-22	367	A
USGS	06719505	2010-05-23	433	A
USGS	06719505	2010-05-24	517	A
USGS	06719505	2010-05-25	399	A
USGS	06719505	2010-05-26	417	A
USGS	06719505	2010-05-27	515	A
USGS	06719505	2010-05-28	698	A
USGS	06719505	2010-05-29	862	A
USGS	06719505	2010-05-30	849	A
USGS	06719505	2010-05-31	833	A
USGS	06719505	2010-06-01	832	A
USGS	06719505	2010-06-02	795	A
USGS	06719505	2010-06-03	696	A
USGS	06719505	2010-06-04	730	A
USGS	06719505	2010-06-05	998	A
USGS	06719505	2010-06-06	1130	A
USGS	06719505	2010-06-07	1240	A
USGS	06719505	2010-06-08	1230	A
USGS	06719505	2010-06-09	1180	A
USGS	06719505	2010-06-10	1120	A
USGS	06719505	2010-06-11	1030	A
USGS	06719505	2010-06-12	1270	A
USGS	06719505	2010-06-13	1070	A
USGS	06719505	2010-06-14	964	A
USGS	06719505	2010-06-15	860	A
USGS	06719505	2010-06-16	832	A
USGS	06719505	2010-06-17	817	A
USGS	06719505	2010-06-18	806	A
USGS	06719505	2010-06-19	812	A
USGS	06719505	2010-06-20	800	A
USGS	06719505	2010-06-21	771	A
USGS	06719505	2010-06-22	727	A
USGS	06719505	2010-06-23	696	A
USGS	06719505	2010-06-24	680	A
USGS	06719505	2010-06-25	641	A
USGS	06719505	2010-06-26	620	A
USGS	06719505	2010-06-27	604	A
USGS	06719505	2010-06-28	580	A
USGS	06719505	2010-06-29	560	A
USGS	06719505	2010-06-30	543	A
USGS	06719505	2010-07-01	506	A
USGS	06719505	2010-07-02	516	A
USGS	06719505	2010-07-03	488	A
USGS	06719505	2010-07-04	455	A
USGS	06719505	2010-07-05	434	A
USGS	06719505	2010-07-06	396	A
USGS	06719505	2010-07-07	397	A
USGS	06719505	2010-07-08	401	A
USGS	06719505	2010-07-09	373	A
USGS	06719505	2010-07-10	327	A
USGS	06719505	2010-07-11	315	A
USGS	06719505	2010-07-12	317	A
USGS	06719505	2010-07-13	311	A
USGS	06719505	2010-07-14	302	A
USGS	06719505	2010-07-15	294	A
USGS	06719505	2010-07-16	273	A
USGS	06719505	2010-07-17	253	A
USGS	06719505	2010-07-18	246	A
USGS	06719505	2010-07-19	244	A
USGS	06719505	2010-07-20	235	A
USGS	06719505	2010-07-21	263	A
USGS	06719505	2010-07-22	248	A
USGS	06719505	2010-07-23	214	A
USGS	06719505	2010-07-24	219	A
USGS	06719505	2010-07-25	215	A
USGS	06719505	2010-07-26	229	A
USGS	06719505	2010-07-27	212	A
USGS	06719505	2010-07-28	230	A
USGS	06719505	2010-07-29	331	A
USGS	06719505	2010-07-30	364	A
USGS	06719505	2010-07-31	337	A
USGS	06719505	2010-08-01	283	A
USGS	06719505	2010-08-02	357	A
USGS	06719505	2010-08-03	473	A
USGS	06719505	2010-08-04	403	A
USGS	06719505	2010-08-05	406	A
USGS	06719505	2010-08-06	367	A
USGS	06719505	2010-08-07	344	A
USGS	06719505	2010-08-08	343	A
USGS	06719505	2010-08-09	353	A
USGS	06719505	2010-08-10	346	A
USGS	06719505	2010-08-11	320	A
USGS	06719505	2010-08-12	299	A
USGS	06719505	2010-08-13	285	A
USGS	06719505	2010-08-14	254	A
USGS	06719505	2010-08-15	238	A
USGS	06719505	2010-08-16	221	A
USGS	06719505	2010-08-17	214	A
USGS	06719505	2010-08-18	185	A
USGS	06719505	2010-08-19	182	A
USGS	06719505	2010-08-20	222	A
USGS	06719505	2010-08-21	196	A
USGS	06719505	2010-08-22	181	A
USGS	06719505	2010-08-23	173	A
USGS	06719505	2010-08-24	174	A
USGS	06719505	2010-08-25	163	A
USGS	06719505	2010-08-26	169	A
USGS	06719505	2010-08-27	170	A
USGS	06719505	2010-08-28	164	A
USGS	06719505	2010-08-29	178	A
USGS	06719505	2010-08-30	158	A
USGS	06719505	2010-08-31	151	A
USGS	06719505	2010-09-01	149	A
USGS	06719505	2010-09-02	124	A
USGS	06719505	2010-09-03	125	A
USGS	06719505	2010-09-04	118	A
USGS	06719505	2010-09-05	111	A
USGS	06719505	2010-09-06	103	A
USGS	06719505	2010-09-07	96.5	A
USGS	06719505	2010-09-08	104	A
USGS	06719505	2010-09-09	118	A
USGS	06719505	2010-09-10	112	A
USGS	06719505	2010-09-11	105	A
USGS	06719505	2010-09-12	104	A
USGS	06719505	2010-09-13	103	A
USGS	06719505	2010-09-14	94.1	A
USGS	06719505	2010-09-15	92.6	A
USGS	06719505	2010-09-16	88.7	A
USGS	06719505	2010-09-17	83.4	A
USGS	06719505	2010-09-18	82.9	A
USGS	06719505	2010-09-19	82.5	A
USGS	06719505	2010-09-20	83.0	A
USGS	06719505	2010-09-21	87.6	A
USGS	06719505	2010-09-22	96.2	A
USGS	06719505	2010-09-23	114	A
USGS	06719505	2010-09-24	100	A
USGS	06719505	2010-09-25	88.7	A
USGS	06719505	2010-09-26	82.4	A
USGS	06719505	2010-09-27	76.6	A
USGS	06719505	2010-09-28	70.8	A
USGS	06719505	2010-09-29	73.7	A
USGS	06719505	2010-09-30	74.2	A
USGS	06719505	2010-10-01	74.8	A
USGS	06719505	2010-10-02	69.5	A
USGS	06719505	2010-10-03	69.7	A
USGS	06719505	2010-10-04	71.8	A
USGS	06719505	2010-10-05	74.1	A
USGS	06719505	2010-10-06	80.8	A
USGS	06719505	2010-10-07	92.2	A
USGS	06719505	2010-10-08	91.3	A
USGS	06719505	2010-10-09	89.0	A
USGS	06719505	2010-10-10	84.0	A
USGS	06719505	2010-10-11	84.5	A
USGS	06719505	2010-10-12	99.9	A
USGS	06719505	2010-10-13	112	A
USGS	06719505	2010-10-14	74.6	A
USGS	06719505	2010-10-15	63.7	A
USGS	06719505	2010-10-16	77.8	A
USGS	06719505	2010-10-17	80.0	A
USGS	06719505	2010-10-18	78.3	A
USGS	06719505	2010-10-19	84.3	A
USGS	06719505	2010-10-20	80.9	A
USGS	06719505	2010-10-21	77.2	A
USGS	06719505	2010-10-22	88.1	A
USGS	06719505	2010-10-23	95.2	A
USGS	06719505	2010-10-24	86.5	A
USGS	06719505	2010-10-25	94.1	A
USGS	06719505	2010-10-26	90.9	A
USGS	06719505	2010-10-27	79.3	A
USGS	06719505	2010-10-28	75.0	A
USGS	06719505	2010-10-29	83.7	A
USGS	06719505	2010-10-30	81.6	A
USGS	06719505	2010-10-31	80.6	A
USGS	06719505	2010-11-01	76.2	A
USGS	06719505	2010-11-02	74.4	A
USGS	06719505	2010-11-03	77.8	A
USGS	06719505	2010-11-04	78.7	A
USGS	06719505	2010-11-05	69.5	A
USGS	06719505	2010-11-06	64.3	A
USGS	06719505	2010-11-07	65.5	A
USGS	06719505	2010-11-08	64.4	A
USGS	06719505	2010-11-09	65.3	A
USGS	06719505	2010-11-10	58.5	A
USGS	06719505	2010-11-11	59.2	A
USGS	06719505	2010-11-12	58.0	A
USGS	06719505	2010-11-13	57.4	A
USGS	06719505	2010-11-14	57.7	A
USGS	06719505	2010-11-15	61.0	A
USGS	06719505	2010-11-16	64.2	A
USGS	06719505	2010-11-17	62.0	A
USGS	06719505	2010-11-18	62.3	A
USGS	06719505	2010-11-19	60.4	A
USGS	06719505	2010-11-20	59.7	A
USGS	06719505	2010-11-21	59.9	A
USGS	06719505	2010-11-22	56.5	A
USGS	06719505	2010-11-23	44.1	A:e
USGS	06719505	2010-11-24	49.6	A
USGS	06719505	2010-11-25	42.0	A
USGS	06719505	2010-11-26	42.5	A:e
USGS	06719505	2010-11-27	46.3	A:e
USGS	06719505	2010-11-28	49.7	A:e
USGS	06719505	2010-11-29	51.2	A:e
USGS	06719505	2010-11-30	48.2	A:e
USGS	06719505	2010-12-01	47.5	A:e
USGS	06719505	2010-12-02	48.2	A:e
USGS	06719505	2010-12-03	52.7	A:e
USGS	06719505	2010-12-04	50.3	A:e
USGS	06719505	2010-12-05	48.2	A:e
USGS	06719505	2010-12-06	45.9	A:e
USGS	06719505	2010-12-07	51.7	A
USGS	06719505	2010-12-08	50.1	A
USGS	06719505	2010-12-09	49.1	A
USGS	06719505	2010-12-10	50.3	A
USGS	06719505	2010-12-11	47.0	A
USGS	06719505	2010-12-12	52.5	A
USGS	06719505	2010-12-13	52.0	A
USGS	06719505	2010-12-14	48.6	A
USGS	06719505	2010-12-15	46.6	A
USGS	06719505	2010-12-16	44.3	A
USGS	06719505	2010-12-17	43.5	A
USGS	06719505	2010-12-18	46.0	A
USGS	06719505	2010-12-19	48.7	A:e
USGS	06719505	2010-12-20	47.2	A:e
USGS	06719505	2010-12-21	50.7	A
USGS	06719505	2010-12-22	45.2	A
USGS	06719505	2010-12-23	50.0	A
USGS	06719505	2010-12-24	47.2	A
USGS	06719505	2010-12-25	44.8	A
USGS	06719505	2010-12-26	41.6	A:e
USGS	06719505	2010-12-27	39.0	A:e
USGS	06719505	2010-12-28	34.8	A:e
USGS	06719505	2010-12-29	30.2	A:e
USGS	06719505	2010-12-30	30.4	A:e
USGS	06719505	2010-12-31	31.2	A:e
USGS	06719505	2011-01-01	27.9	A:e
USGS	06719505	2011-01-02	45.5	A:e
USGS	06719505	2011-01-03	51.9	A:e
USGS	06719505	2011-01-04	46.3	A
USGS	06719505	2011-01-05	38.2	A
USGS	06719505	2011-01-06	47.9	A
USGS	06719505	2011-01-07	56.3	A
USGS	06719505	2011-01-08	49.4	A
USGS	06719505	2011-01-09	50.0	A
USGS	06719505	2011-01-10	42.5	A:e
USGS	06719505	2011-01-11	42.6	A:e
USGS	06719505	2011-01-12	50.8	A:e
USGS	06719505	2011-01-13	47.6	A:e
USGS	06719505	2011-01-14	52.6	A:e
USGS	06719505	2011-01-15	47.2	A:e
USGS	06719505	2011-01-16	45.4	A:e
USGS	06719505	2011-01-17	46.5	A:e
USGS	06719505	2011-01-18	49.4	A:e
USGS	06719505	2011-01-19	54.6	A:e
USGS	06719505	2011-01-20	46.5	A:e
USGS	06719505	2011-01-21	45.8	A:e
USGS	06719505	2011-01-22	46.7	A:e
USGS	06719505	2011-01-23	46.1	A:e
USGS	06719505	2011-01-24	47.0	A:e
USGS	06719505	2011-01-25	45.6	A:e
USGS	06719505	2011-01-26	47.3	A:e
USGS	06719505	2011-01-27	45.0	A:e
USGS	06719505	2011-01-28	43.9	A:e
USGS	06719505	2011-01-29	42.8	A:e
USGS	06719505	2011-01-30	41.2	A:e
USGS	06719505	2011-01-31	37.7	A:e
USGS	06719505	2011-02-01	38.6	A:e
USGS	06719505	2011-02-02	39.6	A:e
USGS	06719505	2011-02-03	40.9	A:e
USGS	06719505	2011-02-04	52.8	A:e
USGS	06719505	2011-02-05	57.2	A:e
USGS	06719505	2011-02-06	52.9	A
USGS	06719505	2011-02-07	46.4	A
USGS	06719505	2011-02-08	40.4	A
USGS	06719505	2011-02-09	37.1	A
USGS	06719505	2011-02-10	31.6	A
USGS	06719505	2011-02-11	34.9	A
USGS	06719505	2011-02-12	39.2	A
USGS	06719505	2011-02-13	40.7	A
USGS	06719505	2011-02-14	42.6	A
USGS	06719505	2011-02-15	40.4	A
USGS	06719505	2011-02-16	45.5	A
USGS	06719505	2011-02-17	42.4	A
USGS	06719505	2011-02-18	39.3	A
USGS	06719505	2011-02-19	40.5	A
USGS	06719505	2011-02-20	44.2	A
USGS	06719505	2011-02-21	36.8	A
USGS	06719505	2011-02-22	42.0	A:e
USGS	06719505	2011-02-23	46.2	A
USGS	06719505	2011-02-24	41.1	A
USGS	06719505	2011-02-25	41.5	A
USGS	06719505	2011-02-26	43.2	A
USGS	06719505	2011-02-27	41.8	A
USGS	06719505	2011-02-28	42.0	A
USGS	06719505	2011-03-01	42.4	A
USGS	06719505	2011-03-02	41.5	A
USGS	06719505	2011-03-03	44.5	A
USGS	06719505	2011-03-04	45.2	A
USGS	06719505	2011-03-05	40.2	A
USGS	06719505	2011-03-06	43.8	A
USGS	06719505	2011-03-07	43.0	A
USGS	06719505	2011-03-08	42.9	A
USGS	06719505	2011-03-09	41.0	A
USGS	06719505	2011-03-10	39.5	A
USGS	06719505	2011-03-11	46.6	A
USGS	06719505	2011-03-12	47.9	A
USGS	06719505	2011-03-13	47.9	A
USGS	06719505	2011-03-14	45.6	A
USGS	06719505	2011-03-15	47.3	A
USGS	06719505	2011-03-16	46.8	A
USGS	06719505	2011-03-17	50.5	A
USGS	06719505	2011-03-18	58.4	A
USGS	06719505	2011-03-19	56.8	A
USGS	06719505	2011-03-20	55.6	A
USGS	06719505	2011-03-21	54.8	A
USGS	06719505	2011-03-22	55.9	A
USGS	06719505	2011-03-23	53.4	A
USGS	06719505	2011-03-24	52.9	A
USGS	06719505	2011-03-25	50.6	A
USGS	06719505	2011-03-26	52.5	A
USGS	06719505	2011-03-27	50.9	A
USGS	06719505	2011-03-28	54.0	A
USGS	06719505	2011-03-29	52.1	A
USGS	06719505	2011-03-30	52.9	A
USGS	06719505	2011-03-31	52.5	A
USGS	06719505	2011-04-01	55.9	A
USGS	06719505	2011-04-02	58.0	A
USGS	06719505	2011-04-03	69.3	A
USGS	06719505	2011-04-04	62.7	A
USGS	06719505	2011-04-05	59.9	A
USGS	06719505	2011-04-06	61.9	A
USGS	06719505	2011-04-07	66.5	A
USGS	06719505	2011-04-08	66.5	A
USGS	06719505	2011-04-09	70.5	A
USGS	06719505	2011-04-10	75.8	A
USGS	06719505	2011-04-11	68.1	A
USGS	06719505	2011-04-12	69.9	A
USGS	06719505	2011-04-13	68.3	A
USGS	06719505	2011-04-14	89.0	A
USGS	06719505	2011-04-15	78.6	A
USGS	06719505	2011-04-16	78.0	A
USGS	06719505	2011-04-17	81.5	A
USGS	06719505	2011-04-18	78.5	A
USGS	06719505	2011-04-19	94.8	A
USGS	06719505	2011-04-20	89.3	A
USGS	06719505	2011-04-21	89.1	A
USGS	06719505	2011-04-22	94.0	A
USGS	06719505	2011-04-23	85.1	A
USGS	06719505	2011-04-24	87.8	A
USGS	06719505	2011-04-25	92.1	A
USGS	06719505	2011-04-26	91.5	A
USGS	06719505	2011-04-27	81.9	A
USGS	06719505	2011-04-28	75.4	A
USGS	06719505	2011-04-29	78.7	A
USGS	06719505	2011-04-30	76.1	A
USGS	06719505	2011-05-01	73.0	A
USGS	06719505	2011-05-02	71.1	A
USGS	06719505	2011-05-03	70.4	A
USGS	06719505	2011-05-04	68.9	A
USGS	06719505	2011-05-05	67.2	A
USGS	06719505	2011-05-06	72.8	A
USGS	06719505	2011-05-07	79.0	A
USGS	06719505	2011-05-08	108	A
USGS	06719505	2011-05-09	149	A
USGS	06719505	2011-05-10	141	A
USGS	06719505	2011-05-11	170	A
USGS	06719505	2011-05-12	149	A
USGS	06719505	2011-05-13	129	A
USGS	06719505	2011-05-14	156	A
USGS	06719505	2011-05-15	151	A
USGS	06719505	2011-05-16	158	A
USGS	06719505	2011-05-17	209	A
USGS	06719505	2011-05-18	236	A
USGS	06719505	2011-05-19	269	A
USGS	06719505	2011-05-20	239	A
USGS	06719505	2011-05-21	233	A
USGS	06719505	2011-05-22	240	A
USGS	06719505	2011-05-23	263	A
USGS	06719505	2011-05-24	275	A
USGS	06719505	2011-05-25	262	A
USGS	06719505	2011-05-26	256	A
USGS	06719505	2011-05-27	281	A
USGS	06719505	2011-05-28	321	A
USGS	06719505	2011-05-29	408	A
USGS	06719505	2011-05-30	528	A
USGS	06719505	2011-05-31	493	A
USGS	06719505	2011-06-01	521	A
USGS	06719505	2011-06-02	575	A
USGS	06719505	2011-06-03	725	A
USGS	06719505	2011-06-04	745	A
USGS	06719505	2011-06-05	830	A
USGS	06719505	2011-06-06	939	A
USGS	06719505	2011-06-07	1010	A
USGS	06719505	2011-06-08	1020	A
USGS	06719505	2011-06-09	1040	A
USGS	06719505	2011-06-10	1060	A
USGS	06719505	2011-06-11	1050	A
USGS	06719505	2011-06-12	1030	A
USGS	06719505	2011-06-13	1010	A
USGS	06719505	2011-06-14	1030	A
USGS	06719505	2011-06-15	1040	A
USGS	06719505	2011-06-16	1100	A
USGS	06719505	2011-06-17	1210	A
USGS	06719505	2011-06-18	1160	A
USGS	06719505	2011-06-19	1100	A
USGS	06719505	2011-06-20	1220	A
USGS	06719505	2011-06-21	1060	A
USGS	06719505	2011-06-22	979	A
USGS	06719505	2011-06-23	1020	A
USGS	06719505	2011-06-24	1120	A
USGS	06719505	2011-06-25	1250	A
USGS	06719505	2011-06-26	1300	A
USGS	06719505	2011-06-27	1270	A
USGS	06719505	2011-06-28	1220	A
USGS	06719505	2011-06-29	1180	A
USGS	06719505	2011-06-30	1250	A
USGS	06719505	2011-07-01	1260	A
USGS	06719505	2011-07-02	1330	A
USGS	06719505	2011-07-03	1330	A
USGS	06719505	2011-07-04	1320	A
USGS	06719505	2011-07-05	1160	A
USGS	06719505	2011-07-06	1250	A
USGS	06719505	2011-07-07	1340	A
USGS	06719505	2011-07-08	1420	A
USGS	06719505	2011-07-09	1290	A
USGS	06719505	2011-07-10	1300	A
USGS	06719505	2011-07-11	1330	A
USGS	06719505	2011-07-12	1290	A
USGS	06719505	2011-07-13	1240	A
USGS	06719505	2011-07-14	1210	A
USGS	06719505	2011-07-15	1100	A
USGS	06719505	2011-07-16	1030	A
USGS	06719505	2011-07-17	984	A
USGS	06719505	2011-07-18	986	A
USGS	06719505	2011-07-19	1090	A
USGS	06719505	2011-07-20	1010	A
USGS	06719505	2011-07-21	917	A
USGS	06719505	2011-07-22	803	A
USGS	06719505	2011-07-23	730	A
USGS	06719505	2011-07-24	676	A
USGS	06719505	2011-07-25	631	A
USGS	06719505	2011-07-26	604	A
USGS	06719505	2011-07-27	606	A
USGS	06719505	2011-07-28	610	A
USGS	06719505	2011-07-29	649	A
USGS	06719505	2011-07-30	584	A
USGS	06719505	2011-07-31	541	A
USGS	06719505	2011-08-01	556	A
USGS	06719505	2011-08-02	523	A
USGS	06719505	2011-08-03	703	A
USGS	06719505	2011-08-04	559	A
USGS	06719505	2011-08-05	503	A
USGS	06719505	2011-08-06	487	A
USGS	06719505	2011-08-07	452	A
USGS	06719505	2011-08-08	401	A
USGS	06719505	2011-08-09	363	A
USGS	06719505	2011-08-10	327	A
USGS	06719505	2011-08-11	290	A
USGS	06719505	2011-08-12	275	A
USGS	06719505	2011-08-13	261	A
USGS	06719505	2011-08-14	257	A
USGS	06719505	2011-08-15	273	A
USGS	06719505	2011-08-16	258	A
USGS	06719505	2011-08-17	247	A
USGS	06719505	2011-08-18	227	A
USGS	06719505	2011-08-19	208	A
USGS	06719505	2011-08-20	230	A
USGS	06719505	2011-08-21	200	A
USGS	06719505	2011-08-22	208	A
USGS	06719505	2011-08-23	191	A
USGS	06719505	2011-08-24	192	A
USGS	06719505	2011-08-25	192	A
USGS	06719505	2011-08-26	240	A
USGS	06719505	2011-08-27	221	A
USGS	06719505	2011-08-28	219	A
USGS	06719505	2011-08-29	197	A
USGS	06719505	2011-08-30	183	A
USGS	06719505	2011-08-31	173	A
USGS	06719505	2011-09-01	162	A
USGS	06719505	2011-09-02	158	A
USGS	06719505	2011-09-03	153	A
USGS	06719505	2011-09-04	146	A
USGS	06719505	2011-09-05	146	A
USGS	06719505	2011-09-06	138	A
USGS	06719505	2011-09-07	240	A
USGS	06719505	2011-09-08	231	A
USGS	06719505	2011-09-09	155	A
USGS	06719505	2011-09-10	145	A
USGS	06719505	2011-09-11	134	A
USGS	06719505	2011-09-12	128	A
USGS	06719505	2011-09-13	120	A
USGS	06719505	2011-09-14	125	A
USGS	06719505	2011-09-15	157	A
USGS	06719505	2011-09-16	140	A
USGS	06719505	2011-09-17	126	A
USGS	06719505	2011-09-18	125	A
USGS	06719505	2011-09-19	110	A
USGS	06719505	2011-09-20	116	A
USGS	06719505	2011-09-21	130	A
USGS	06719505	2011-09-22	127	A
USGS	06719505	2011-09-23	111	A
USGS	06719505	2011-09-24	115	A
USGS	06719505	2011-09-25	108	A
USGS	06719505	2011-09-26	105	A
USGS	06719505	2011-09-27	112	A
USGS	06719505	2011-09-28	94.2	A
USGS	06719505	2011-09-29	107	A
USGS	06719505	2011-09-30	131	A
USGS	06719505	2011-10-01	117	A
USGS	06719505	2011-10-02	113	A
USGS	06719505	2011-10-03	116	A
USGS	06719505	2011-10-04	107	A
USGS	06719505	2011-10-05	115	A
USGS	06719505	2011-10-06	114	A
USGS	06719505	2011-10-07	112	A
USGS	06719505	2011-10-08	125	A
USGS	06719505	2011-10-09	88.2	A
USGS	06719505	2011-10-10	115	A
USGS	06719505	2011-10-11	114	A
USGS	06719505	2011-10-12	97.7	A
USGS	06719505	2011-10-13	89.9	A
USGS	06719505	2011-10-14	89.5	A
USGS	06719505	2011-10-15	86.7	A
USGS	06719505	2011-10-16	82.6	A
USGS	06719505	2011-10-17	92.3	A
USGS	06719505	2011-10-18	85.8	A
USGS	06719505	2011-10-19	76.7	A
USGS	06719505	2011-10-20	75.4	A
USGS	06719505	2011-10-21	72.7	A
USGS	06719505	2011-10-22	75.6	A
USGS	06719505	2011-10-23	75.1	A
USGS	06719505	2011-10-24	71.7	A
USGS	06719505	2011-10-25	70.2	A
USGS	06719505	2011-10-26	79.4	A
USGS	06719505	2011-10-27	76.1	A
USGS	06719505	2011-10-28	71.7	A
USGS	06719505	2011-10-29	75.3	A
USGS	06719505	2011-10-30	77.4	A
USGS	06719505	2011-10-31	79.9	A
USGS	06719505	2011-11-01	96.3	A
USGS	06719505	2011-11-02	82.9	A
USGS	06719505	2011-11-03	73.8	A
USGS	06719505	2011-11-04	78.6	A
USGS	06719505	2011-11-05	75.5	A
USGS	06719505	2011-11-06	78.9	A
USGS	06719505	2011-11-07	62.1	A
USGS	06719505	2011-11-08	70.5	A
USGS	06719505	2011-11-09	63.9	A
USGS	06719505	2011-11-10	62.7	A
USGS	06719505	2011-11-11	64.8	A
USGS	06719505	2011-11-12	67.2	A
USGS	06719505	2011-11-13	69.9	A
USGS	06719505	2011-11-14	62.9	A
USGS	06719505	2011-11-15	61.6	A
USGS	06719505	2011-11-16	55.9	A
USGS	06719505	2011-11-17	49.8	A
USGS	06719505	2011-11-18	64.2	A
USGS	06719505	2011-11-19	67.5	A
USGS	06719505	2011-11-20	68.7	A
USGS	06719505	2011-11-21	63.8	A
USGS	06719505	2011-11-22	66.2	A
USGS	06719505	2011-11-23	53.7	A
USGS	06719505	2011-11-24	48.0	A
USGS	06719505	2011-11-25	53.2	A
USGS	06719505	2011-11-26	54.3	A
USGS	06719505	2011-11-27	44.2	A
USGS	06719505	2011-11-28	53.5	A
USGS	06719505	2011-11-29	53.7	A
USGS	06719505	2011-11-30	55.2	A
USGS	06719505	2011-12-01	51.7	A
USGS	06719505	2011-12-02	44.8	A
USGS	06719505	2011-12-03	46.7	A
USGS	06719505	2011-12-04	40.6	A
USGS	06719505	2011-12-05	44.9	A
USGS	06719505	2011-12-06	49.0	A:e
USGS	06719505	2011-12-07	49.9	A:e
USGS	06719505	2011-12-08	52.1	A:e
USGS	06719505	2011-12-09	50.4	A:e
USGS	06719505	2011-12-10	49.0	A:e
USGS	06719505	2011-12-11	53.9	A:e
USGS	06719505	2011-12-12	51.2	A:e
USGS	06719505	2011-12-13	54.7	A:e
USGS	06719505	2011-12-14	51.7	A:e
USGS	06719505	2011-12-15	49.9	A:e
USGS	06719505	2011-12-16	50.0	A:e
USGS	06719505	2011-12-17	49.6	A:e
USGS	06719505	2011-12-18	46.6	A:e
USGS	06719505	2011-12-19	47.0	A:e
USGS	06719505	2011-12-20	46.0	A:e
USGS	06719505	2011-12-21	43.3	A:e
USGS	06719505	2011-12-22	45.2	A:e
USGS	06719505	2011-12-23	45.6	A:e
USGS	06719505	2011-12-24	43.9	A:e
USGS	06719505	2011-12-25	46.0	A:e
USGS	06719505	2011-12-26	45.6	A:e
USGS	06719505	2011-12-27	44.1	A:e
USGS	06719505	2011-12-28	43.2	A:e
USGS	06719505	2011-12-29	42.8	A:e
USGS	06719505	2011-12-30	41.6	A:e
USGS	06719505	2011-12-31	42.9	A:e
USGS	06719505	2012-01-01	41.4	A:e
USGS	06719505	2012-01-02	41.7	A:e
USGS	06719505	2012-01-03	41.7	A:e
USGS	06719505	2012-01-04	40.7	A:e
USGS	06719505	2012-01-05	38.3	A:e
USGS	06719505	2012-01-06	39.9	A:e
USGS	06719505	2012-01-07	39.9	A:e
USGS	06719505	2012-01-08	40.9	A:e
USGS	06719505	2012-01-09	35.2	A:e
USGS	06719505	2012-01-10	36.9	A:e
USGS	06719505	2012-01-11	34.5	A:e
USGS	06719505	2012-01-12	31.1	A:e
USGS	06719505	2012-01-13	30.2	A:e
USGS	06719505	2012-01-14	29.5	A:e
USGS	06719505	2012-01-15	32.8	A:e
USGS	06719505	2012-01-16	35.0	A:e
USGS	06719505	2012-01-17	32.5	A:e
USGS	06719505	2012-01-18	34.9	A:e
USGS	06719505	2012-01-19	35.0	A:e
USGS	06719505	2012-01-20	34.3	A:e
USGS	06719505	2012-01-21	32.6	A:e
USGS	06719505	2012-01-22	31.3	A:e
USGS	06719505	2012-01-23	32.0	A:e
USGS	06719505	2012-01-24	34.0	A:e
USGS	06719505	2012-01-25	33.2	A:e
USGS	06719505	2012-01-26	33.3	A:e
USGS	06719505	2012-01-27	34.4	A:e
USGS	06719505	2012-01-28	30.8	A:e
USGS	06719505	2012-01-29	32.6	A:e
USGS	06719505	2012-01-30	33.5	A:e
USGS	06719505	2012-01-31	36.1	A:e
USGS	06719505	2012-02-01	34.4	A:e
USGS	06719505	2012-02-02	33.3	A:e
USGS	06719505	2012-02-03	33.5	A:e
USGS	06719505	2012-02-04	35.6	A:e
USGS	06719505	2012-02-05	33.2	A:e
USGS	06719505	2012-02-06	33.9	A:e
USGS	06719505	2012-02-07	32.9	A:e
USGS	06719505	2012-02-08	33.8	A:e
USGS	06719505	2012-02-09	32.8	A:e
USGS	06719505	2012-02-10	39.2	A:e
USGS	06719505	2012-02-11	39.0	A
